1393	78900	12.4
1395	83400	12.7
1397	69400	12.7
1399	66700	12.3
1401	67800	12
1403	83100	12.2
1405	76700	12.6
1407	80300	12.3
1409	77900	12.1
1411	75000	12.6
1413	77000	12.2
1415	74300	12.6
1417	85300	12.4
1419	80200	12.7
1421	85500	12.7
1423	72500	12.3
1425	67800	12
1427	75400	12.2
1429	77300	12.6
1431	81400	12.3
1433	63300	12.1
1435	76900	12.6
1437	73100	12.2
1439	75900	12.6
1441	64400	12.4
1443	74300	12.7
1445	78900	12.7
1447	67600	12.3
1449	79400	12
1451	64300	12.2
1453	69000	12.6
1455	78900	12.3
1457	80300	12.1
1459	73300	12.6
1461	78500	12.2
1463	79400	12.6
1465	82800	12.4
1467	79900	12.7
1469	71200	12.7
1471	77400	12.3
1473	67000	12
1475	65900	12.2
1477	67200	12.6
1479	72300	12.3
1481	73700	12.1
1483	70200	12.6
1485	81700	12.2
1487	79300	12.6
1489	76400	12.4
1491	69100	12.7
1493	69900	12.7
1495	67300	12.3
1497	68700	12
1499	75000	12.2
1501	85500	12.6
1503	75300	12.3
1505	79300	12.1
1507	70600	12.6
1509	76100	12.2
1511	73800	12.6
1513	80400	12.4
1515	78900	12.7
1517	83400	12.7
1519	69400	12.3
1521	66700	12
1523	67800	12.2
1525	83100	12.6
1527	76700	12.3
1529	80300	12.1
1531	77900	12.6
1533	75000	12.2
1535	77000	12.6
1537	74300	12.4
1539	85300	12.7
1541	80200	12.7
1543	85500	12.3
1545	72500	12
1547	67800	12.2
1549	75400	12.6
1551	77300	12.3
1553	81400	12.1
1555	63300	12.6
1557	76900	12.2
1559	73100	12.6
1561	75900	12.4
1563	64400	12.7
1565	74300	12.7
1567	78900	12.3
1569	67600	12
1571	79400	12.2
1573	64300	12.6
1575	69000	12.3
1577	78900	12.1
1579	80300	12.6
1581	73300	12.2
1583	78500	12.6
1585	79400	12.4
1587	82800	12.7
1589	79900	12.7
1591	71200	12.3
1593	77400	12
1595	67000	12.2
1597	65900	12.6
1599	67200	12.3
1601	72300	12.1
1603	73700	12.6
1605	70200	12.2
1607	81700	12.6
1609	79300	12.4
1611	76400	12.7
1613	69100	12.7
1615	69900	12.3
1617	67300	12
1619	68700	12.2
1621	75000	12.6
1623	85500	12.3
1625	75300	12.1
1627	79300	12.6
1629	70600	12.2
1631	76100	12.6
1633	77100	12.4
1635	70100	12.7
1637	65400	12.7
1639	68200	12.3
1641	70300	12
1643	69700	12.2
1645	80100	12.6
1647	73400	12.3
1649	74900	12.1
1651	71300	12.6
1653	76000	12.2
1655	74000	12.6
1657	84300	12.4
1659	79400	12.7
1661	74800	12.7
1663	83100	12.3
1665	79600	12
1667	72000	12.2
1669	69400	12.6
1671	83200	12.3
1673	80800	12.1
1675	70300	12.6
1677	79400	12.2
1679	77600	12.6
1681	77500	12.4
1683	79500	12.7
1685	74800	12.7
1687	80300	12.3
1689	77300	12
1691	73000	12.2
1693	77800	12.6
1695	76900	12.3
1697	80500	12.1
1699	79700	12.6
1701	80600	12.2
1703	73900	12.6
1705	72700	12.4
1707	85500	12.7
1709	79300	12.7
1711	66900	12.3
1713	79200	12
1715	73800	12.2
1717	80400	12.6
1719	78900	12.3
1721	83400	12.1
1723	69400	12.6
1725	66700	12.2
1727	67800	12.6
1729	83100	12.4
1731	76700	12.7
1733	80300	12.7
1735	77900	12.3
1737	75000	12
1739	77000	12.2
1741	74300	12.6
1743	85300	12.3
1745	80200	12.1
1747	85500	12.6
1749	72500	12.2
1751	67800	12.6
1753	75400	12.4
1755	77300	12.7
1757	81400	12.7
1759	63300	12.3
1761	76900	12
1763	73100	12.2
1765	75900	12.6
1767	64400	12.3
1769	74300	12.1
1771	78900	12.6
1773	67600	12.2
1775	79400	12.6
1777	64300	12.4
1779	69000	12.7
1781	78900	12.7
1783	80300	12.3
1785	73300	12
1787	78500	12.2
1789	79400	12.6
1791	82800	12.3
1793	79900	12.1
1795	71200	12.6
1797	77400	12.2
1799	67000	12.6
1801	65900	12.4
1803	67200	12.7
1805	72300	12.7
1807	73700	12.3
1809	70200	12
1811	81700	12.2
1813	79300	12.6
1815	76400	12.3
1817	69100	12.1
1819	69900	12.6
1821	67300	12.2
1823	68700	12.6
1825	75000	12.4
1827	85500	12.7
1829	75300	12.7
1831	79300	12.3
1833	70600	12
1835	76100	12.2
1837	73800	12.6
1839	80400	12.3
1841	78900	12.1
1843	83400	12.6
1845	69400	12.2
1847	66700	12.6
1849	67800	12.4
1851	83100	12.7
1853	76700	12.7
1855	80300	12.3
1857	77900	12
1859	75000	12.2
1861	77000	12.6
1863	74300	12.3
1865	85300	12.1
1867	80200	12.6
1869	85500	12.2
1871	72500	12.6
1873	67800	12.4
1875	75400	12.7
1877	77300	12.7
1879	81400	12.3
1881	63300	12
1883	76900	12.2
1885	73100	12.6
1887	75900	12.3
1889	64400	12.1
1891	74300	12.6
1893	78900	12.2
1895	67600	12.6
1897	79400	12.4
1899	64300	12.7
1901	69000	12.7
1903	78900	12.3
1905	80300	12
1907	73300	12.2
1909	78500	12.6
1911	79400	12.3
1913	82800	12.1
1915	79900	12.6
1917	71200	12.2
1919	77400	12.6
1921	67000	12.4
1923	65900	12.7
1925	67200	12.7
1927	72300	12.3
1929	73700	12
1931	70200	12.2
1933	81700	12.6
1935	79300	12.3
1937	76400	12.1
1939	69100	12.6
1941	69900	12.2
1943	67300	12.6
1945	68700	12.4
1947	75000	12.7
1949	85500	12.7
1951	75300	12.3
1953	79300	12
1955	70600	12.2
1957	76100	12.6
1959	77100	12.3
1961	70100	12.1
1963	65400	12.6
1965	68200	12.2
1967	70300	12.6
1969	69700	12.4
1971	80100	12.7
1973	73400	12.7
1975	74900	12.3
1977	71300	12
1979	76000	12.2
1981	74000	12.6
1983	84300	12.3
1985	79400	12.1
1987	74800	12.6
1989	83100	12.2
1991	79600	12.6
1993	72000	12.4
1995	69400	12.7
1997	83200	12.7
1999	80800	12.3
2001	70300	12
2003	79400	12.2
2005	77600	12.6
2007	77500	12.3
2009	79500	12.1
2011	74800	12.6
2013	80300	12.2
2015	77300	12.6
2017	73000	12.4
2019	77800	12.7
2021	76900	12.7
2023	80500	12.3
2025	79700	12
2027	80600	12.2
2029	73900	12.6
2031	72700	12.3
2033	85500	12.1
2035	79300	12.6
2037	66900	12.2
2039	79200	12.6
2041	73800	12.4
2043	80400	12.7
2045	78900	12.7
2047	83400	12.3
2049	69400	12
2051	66700	12.2
2053	67800	12.6
2055	83100	12.3
2057	76700	12.1
2059	80300	12.6
2061	77900	12.2
2063	75000	12.6
2065	77000	12.4
2067	74300	12.7
2069	85300	12.7
2071	80200	12.3
2073	85500	12
2075	72500	12.2
2077	67800	12.6
2079	75400	12.3
2081	77300	12.1
2083	81400	12.6
2085	63300	12.2
2087	76900	12.6
2089	73100	12.4
2091	75900	12.7
2093	64400	12.7
2095	74300	12.3
2097	78900	12
2099	67600	12.2
2101	79400	12.6
2103	64300	12.3
2105	69000	12.1
2107	75000	12.6
2109	77000	12.2
2111	74300	12.6
2113	85300	12.4
2115	80200	12.7
2117	85500	12.7
2119	72500	12.3
2121	67800	12
2123	75400	12.2
2125	77300	12.6
2127	81400	12.3
2129	63300	12.1
2131	76900	12.6
2133	73100	12.2
2135	75900	12.6
2137	64400	12.4
2139	74300	12.7
2141	78900	12.7
2143	67600	12.3
2145	79400	12
2147	64300	12.2
2149	69000	12.6
2151	75000	12.3
2153	77000	12.1
2155	74300	12.6
2157	85300	12.2
2159	80200	12.6
2161	85500	12.4
2163	72500	12.7
2165	67800	12.7
2167	75400	12.3
2169	77300	12
2171	81400	12.2
2173	63300	12.6
2175	76900	12.3
2177	73100	12.1
2179	75900	12.6
2181	64400	12.2
2183	74300	12.6
2185	78900	12.4
2187	67600	12.7
2189	79400	12.7
2191	64300	12.3
2193	69000	12
