5940 976.947 747.137 580.464 459.454 370.059 303.554 254.465 219.312 195.627
5970 977.892 748.418 581.847 460.859 371.459 304.938 255.816 220.593 196.766
6000 978.832 749.694 583.224 462.26 372.854 306.316 257.158 221.861 197.886
6030 979.766 750.964 584.597 463.655 374.244 307.687 258.492 223.116 198.99
6060 980.695 752.229 585.965 465.047 375.629 309.053 259.817 224.359 200.075
6090 981.619 753.488 587.327 466.433 377.01 310.413 261.133 225.588 201.144
6120 982.537 754.742 588.685 467.816 378.386 311.766 262.44 226.804 202.198
6150 983.45 755.99 590.038 469.193 379.757 313.113 263.738 228.008 203.238
6180 984.359 757.233 591.386 470.566 381.122 314.453 265.027 229.199 204.265
6210 985.262 758.471 592.73 471.935 382.483 315.787 266.306 230.379 205.279
6240 986.16 759.704 594.068 473.299 383.838 317.113 267.576 231.547 206.281
6270 987.054 760.931 595.402 474.658 385.189 318.433 268.837 232.703 207.27
6300 987.942 762.153 596.731 476.012 386.533 319.746 270.089 233.848 208.249
6330 988.826 763.37 598.055 477.361 387.873 321.052 271.332 234.982 209.216
6360 989.705 764.582 599.374 478.706 389.207 322.351 272.565 236.106 210.173
6390 990.579 765.788 600.689 480.046 390.535 323.643 273.79 237.219 211.119
6420 991.449 766.99 601.999 481.381 391.858 324.928 275.006 238.322 212.055
6450 992.314 768.187 603.304 482.711 393.175 326.206 276.213 239.414 212.98
6480 993.174 769.378 604.604 484.037 394.487 327.477 277.411 240.497 213.896
6510 994.03 770.565 605.9 485.357 395.793 328.74 278.601 241.571 214.803
6540 994.882 771.747 607.191 486.672 397.093 329.997 279.782 242.635 215.7
6570 995.729 772.924 608.477 487.983 398.387 331.246 280.955 243.689 216.588
6600 996.571 774.096 609.758 489.288 399.676 332.489 282.119 244.734 217.467
6630 997.409 775.263 611.034 490.588 400.959 333.724 283.275 245.771 218.338
6660 998.243 776.425 612.306 491.884 402.236 334.953 284.423 246.798 219.199
6690 999.073 777.583 613.573 493.174 403.507 336.174 285.563 247.817 220.053
6720 999.898 778.735 614.835 494.459 404.772 337.389 286.695 248.827 220.898
6750 1000.72 779.883 616.092 495.738 406.032 338.596 287.819 249.829 221.734
6780 1001.54 781.026 617.344 497.013 407.285 339.797 288.935 250.822 222.563
6810 1002.35 782.165 618.592 498.283 408.533 340.99 290.043 251.808 223.384
6840 1003.16 783.298 619.835 499.547 409.775 342.177 291.144 252.785 224.197
6870 1003.96 784.427 621.073 500.806 411.011 343.357 292.237 253.754 225.003
6900 1004.76 785.551 622.306 502.06 412.241 344.531 293.322 254.716 225.801
6930 1005.56 786.671 623.535 503.309 413.465 345.697 294.4 255.669 226.592
6960 1006.35 787.786 624.758 504.552 414.684 346.857 295.471 256.615 227.375
6990 1007.14 788.896 625.977 505.791 415.896 348.011 296.534 257.554 228.151
7020 1007.93 790.001 627.191 507.024 417.103 349.158 297.59 258.485 228.921
