0 20 20 20 20 20 20 20 20 20
7200 	898.6954 	727.8161 	556.9369 	489.5691 	438.1262 	386.6833 	335.2404 	283.7975 	232.3546 
7350 	905.3332 	735.1464 	564.9596 	497.1116 	445.0081 	392.9046 	340.8010 	288.6975 	236.5939 
7500 	911.5862 	741.6849 	571.7837 	503.4558 	450.7545 	398.0532 	345.3519 	292.6506 	239.9492 
7650 	916.0114 	747.0122 	578.0131 	509.6077 	456.6783 	403.7489 	350.8194 	297.8900 	244.9606 
7800 	920.9753 	753.4354 	585.8956 	517.0496 	463.3873 	409.7251 	356.0628 	302.4005 	248.7382 
7950 	925.9453 	759.4303 	592.9154 	523.8979 	469.8802 	415.8624 	361.8446 	307.8268 	253.8090 
8100 	930.1376 	764.5019 	598.8662 	529.7215 	475.4217 	421.1218 	366.8219 	312.5220 	258.2221 
8250 	934.3299 	770.3446 	606.3594 	536.7122 	481.5787 	426.4451 	371.3115 	316.1779 	261.0443 
8400 	940.8649 	776.3523 	611.8397 	541.7844 	486.2609 	430.7374 	375.2139 	319.6904 	264.1669 
8550 	947.8932 	783.0807 	618.2682 	547.7224 	491.6792 	435.6359 	379.5927 	323.5495 	267.5063 
8700 	953.3370 	788.6017 	623.8664 	553.2427 	497.0977 	440.9526 	384.8076 	328.6626 	272.5176 
8850 	957.7622 	793.8099 	629.8575 	558.7810 	501.9931 	445.2051 	388.4172 	331.6293 	274.8414 
9000 	963.1494 	800.0432 	636.9369 	565.3174 	507.7728 	450.2281 	392.6835 	335.1388 	277.5942 
9150 	969.0497 	805.7136 	642.3776 	570.3451 	512.3594 	454.3736 	396.3878 	338.4020 	280.4163 
9300 	974.3974 	811.0906 	647.7837 	575.4199 	517.0472 	458.6746 	400.3020 	341.9293 	283.5567 
9450 	978.4822 	816.0190 	653.5558 	580.9987 	522.2732 	463.5477 	404.8222 	346.0968 	287.3713 
9600 	981.4274 	820.2175 	659.0076 	586.2313 	527.0601 	467.8890 	408.7178 	349.5467 	290.3755 
9750 	983.6400 	824.1758 	664.7116 	591.7348 	532.0638 	472.3928 	412.7218 	353.0508 	293.3798 
9900 	985.9681 	828.2549 	670.5417 	597.2459 	536.9374 	476.6289 	416.3204 	356.0119 	295.7034 
10050 	988.6232 	831.9709 	675.3185 	601.8690 	541.2200 	480.5710 	419.9220 	359.2730 	298.6239 
10200 	991.7134 	835.3096 	678.9059 	605.3581 	544.5573 	483.7566 	422.9559 	362.1552 	301.3545 
10350 	995.7982 	839.7843 	683.7704 	609.8810 	548.6262 	487.3714 	426.1166 	364.8617 	303.6069 
10500 	999.8209 	844.1528 	688.4846 	614.3370 	552.7310 	491.1250 	429.5190 	367.9130 	306.3070 
10650 	1003.8036 	847.8952 	691.9868 	617.8041 	556.1947 	494.5853 	432.9758 	371.3664 	309.7570 
10800 	1007.7863 	851.7854 	695.7846 	621.1824 	559.1032 	497.0240 	434.9447 	372.8655 	310.7863 
